#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MJ_419_00081	1399147.P618_200608	8.45e-19	83.6	COG2913@1|root,COG2913@2|Bacteria,1N76Z@1224|Proteobacteria,2UX0C@28211|Alphaproteobacteria	28211|Alphaproteobacteria	J	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00082	709032.Sulku_1728	5.52e-182	511.0	COG2378@1|root,COG2378@2|Bacteria,1R98A@1224|Proteobacteria,42VBY@68525|delta/epsilon subdivisions,2YNWX@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	K	WYL domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_11,WYL
MJ_419_00083	1249480.B649_11475	2.06e-155	451.0	COG3177@1|root,COG3177@2|Bacteria,1NB0K@1224|Proteobacteria,42QY1@68525|delta/epsilon subdivisions,2YRJN@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	Fic/DOC family	-	-	-	-	-	-	-	-	-	-	-	-	Fic
MJ_419_00085	1249480.B649_00095	1.22e-108	318.0	COG0745@1|root,COG0745@2|Bacteria,1MY2Z@1224|Proteobacteria,42PA1@68525|delta/epsilon subdivisions,2YNMR@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	K	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
MJ_419_00086	326298.Suden_1558	1.92e-158	463.0	COG0642@1|root,COG2205@2|Bacteria,1QUJ7@1224|Proteobacteria,43BJF@68525|delta/epsilon subdivisions,2YNM7@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,sCache_like
MJ_419_00087	1172190.M947_02550	1.5e-109	335.0	COG0617@1|root,COG0617@2|Bacteria,1MU2X@1224|Proteobacteria,42MJJ@68525|delta/epsilon subdivisions,2YMGU@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	H	tRNA nucleotidyltransferase poly(A) polymerase	cca	-	2.7.7.72	ko:K00974	ko03013,map03013	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	HD,PolyA_pol,PolyA_pol_RNAbd
MJ_419_00089	326298.Suden_0004	4.92e-79	235.0	COG0780@1|root,COG0780@2|Bacteria,1MW0M@1224|Proteobacteria,42RDZ@68525|delta/epsilon subdivisions,2YP5I@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1)	queF	-	1.7.1.13	ko:K09457	ko00790,ko01100,map00790,map01100	-	R07605	RC01875	ko00000,ko00001,ko01000,ko03016	-	-	-	QueF
MJ_419_00090	563040.Saut_0004	4.11e-113	346.0	COG2199@1|root,COG2200@1|root,COG2199@2|Bacteria,COG2200@2|Bacteria,1RGCV@1224|Proteobacteria,42M47@68525|delta/epsilon subdivisions,2YMRS@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	(EAL) domain protein	-	-	-	-	-	-	-	-	-	-	-	-	EAL,GGDEF
MJ_419_00091	929558.SMGD1_2633	3.24e-44	155.0	COG0124@1|root,COG0124@2|Bacteria,1MV2K@1224|Proteobacteria,42MG0@68525|delta/epsilon subdivisions,2YMII@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	histidyl-tRNA synthetase	hisS	-	6.1.1.21	ko:K01892	ko00970,map00970	M00359,M00360	R03655	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_His
MJ_419_00092	326298.Suden_1835	6.64e-164	462.0	COG0648@1|root,COG0648@2|Bacteria,1MX4Y@1224|Proteobacteria,42MYE@68525|delta/epsilon subdivisions,2YMF4@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	-	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
MJ_419_00093	563040.Saut_1839	1.75e-46	156.0	29BMV@1|root,2ZYK6@2|Bacteria,1Q9EE@1224|Proteobacteria,42VEN@68525|delta/epsilon subdivisions,2YQKT@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00094	1165841.SULAR_02473	1.52e-41	145.0	COG0667@1|root,COG0667@2|Bacteria,1MV2Y@1224|Proteobacteria,42MVI@68525|delta/epsilon subdivisions,2YMGY@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	C	aldo keto reductase	tas	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
MJ_419_00095	1537917.JU82_10395	1.84e-111	323.0	COG0740@1|root,COG0740@2|Bacteria,1MV46@1224|Proteobacteria,42MFU@68525|delta/epsilon subdivisions,2YMBZ@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	O	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	-	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
MJ_419_00096	709032.Sulku_1514	1.46e-161	456.0	28I9W@1|root,2Z8CH@2|Bacteria,1QCN6@1224|Proteobacteria,42Z77@68525|delta/epsilon subdivisions,2YRAX@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	SIR2-like domain	-	-	-	-	-	-	-	-	-	-	-	-	SIR2_2
MJ_419_00097	1249480.B649_06610	2.09e-48	161.0	COG2077@1|root,COG2077@2|Bacteria,1Q5Y2@1224|Proteobacteria,4321Y@68525|delta/epsilon subdivisions,2YS92@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	O	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides	-	-	1.11.1.15	ko:K11065	-	-	-	-	ko00000,ko01000	-	-	-	-
MJ_419_00098	944547.ABLL_1812	1.45e-09	60.1	COG1433@1|root,COG1433@2|Bacteria,1P8Y4@1224|Proteobacteria,42VVM@68525|delta/epsilon subdivisions,2YQI1@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	Dinitrogenase iron-molybdenum cofactor	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00100	1161902.HMPREF0378_0520	4.38e-16	86.3	COG1961@1|root,COG1961@2|Bacteria,1TPA6@1239|Firmicutes,247KF@186801|Clostridia,3WCRN@538999|Clostridiales incertae sedis	186801|Clostridia	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Recombinase,Resolvase,Zn_ribbon_recom
MJ_419_00103	929558.SMGD1_1178	1.65e-84	251.0	2AJSH@1|root,31AEU@2|Bacteria,1Q5GG@1224|Proteobacteria,42QZH@68525|delta/epsilon subdivisions,2YP33@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00104	1172190.M947_05460	1.12e-28	110.0	2BEW6@1|root,328MU@2|Bacteria,1QAUA@1224|Proteobacteria,42VY6@68525|delta/epsilon subdivisions,2YQED@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00105	709032.Sulku_2522	5.67e-250	691.0	COG1104@1|root,COG1104@2|Bacteria,1MU1C@1224|Proteobacteria,42M5V@68525|delta/epsilon subdivisions,2YM81@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	E	Cysteine desulfurase	iscS	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
MJ_419_00106	929558.SMGD1_1146	2.11e-207	576.0	COG0694@1|root,COG0822@1|root,COG0694@2|Bacteria,COG0822@2|Bacteria,1RD5K@1224|Proteobacteria,42MT6@68525|delta/epsilon subdivisions,2YMXY@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	CO	May be involved in the formation or repair of Fe-S clusters present in iron-sulfur proteins	iscU	-	-	ko:K13819	-	-	-	-	ko00000	-	-	-	Fer2_BFD,NifU,NifU_N
MJ_419_00107	709032.Sulku_1088	2.93e-94	286.0	COG1864@1|root,COG1864@2|Bacteria,1RADP@1224|Proteobacteria,42QUP@68525|delta/epsilon subdivisions	1224|Proteobacteria	F	DNA RNA non-specific endonuclease	nucA	-	-	ko:K01173	ko04210,map04210	-	-	-	ko00000,ko00001,ko03029	-	-	-	Endonuclease_NS
MJ_419_00108	326298.Suden_0911	1.64e-32	116.0	2AIYJ@1|root,319GA@2|Bacteria,1Q2NX@1224|Proteobacteria,42W0X@68525|delta/epsilon subdivisions,2YQ6Z@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00109	929558.SMGD1_0962	6.59e-113	332.0	COG0767@1|root,COG0767@2|Bacteria,1NSBS@1224|Proteobacteria,42ZGY@68525|delta/epsilon subdivisions	1224|Proteobacteria	Q	Permease MlaE	-	-	-	ko:K02066	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaE
MJ_419_00111	929558.SMGD1_0964	1.43e-89	276.0	COG1463@1|root,COG1463@2|Bacteria,1R565@1224|Proteobacteria	1224|Proteobacteria	Q	Mammalian cell entry related domain protein	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
MJ_419_00112	929558.SMGD1_0965	2.55e-46	159.0	29DRS@1|root,32N9S@2|Bacteria,1PPR2@1224|Proteobacteria,432TA@68525|delta/epsilon subdivisions	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00113	1249480.B649_04285	7.93e-36	124.0	COG1605@1|root,COG1605@2|Bacteria,1N6UE@1224|Proteobacteria,42UUU@68525|delta/epsilon subdivisions,2YQ49@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	E	Chorismate mutase	-	-	4.2.99.21	ko:K04782	ko01053,ko01110,ko01130,map01053,map01110,map01130	-	R06602	RC01549,RC02148	ko00000,ko00001,ko01000	-	-	-	CM_2
MJ_419_00114	929558.SMGD1_0967	1.67e-71	229.0	COG2897@1|root,COG2897@2|Bacteria,1P6SN@1224|Proteobacteria,42VHJ@68525|delta/epsilon subdivisions,2YQHF@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	P	Rhodanese Homology Domain	-	-	2.8.1.1,2.8.1.2	ko:K01011	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122	-	R01931,R03105,R03106	RC00214	ko00000,ko00001,ko01000	-	-	-	Rhodanese
MJ_419_00115	326298.Suden_0307	1.69e-45	146.0	COG0361@1|root,COG0361@2|Bacteria,1MZFU@1224|Proteobacteria,42TRU@68525|delta/epsilon subdivisions,2YPS3@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	infA	-	-	ko:K02518	-	-	-	-	ko00000,ko03012	-	-	-	eIF-1a
MJ_419_00116	563040.Saut_0235	8.45e-162	455.0	COG0024@1|root,COG0024@2|Bacteria,1MU99@1224|Proteobacteria,42MM5@68525|delta/epsilon subdivisions,2YM98@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	E	Methionine aminopeptidase	map	-	3.4.11.18	ko:K01265	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M24
MJ_419_00117	326298.Suden_0305	2.6e-254	703.0	COG0201@1|root,COG0201@2|Bacteria,1MVU7@1224|Proteobacteria,42MGM@68525|delta/epsilon subdivisions,2YMUV@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently	secY	-	-	ko:K03076	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5	-	-	SecY
MJ_419_00118	1172190.M947_07355	1.23e-52	169.0	COG0200@1|root,COG0200@2|Bacteria,1RDC8@1224|Proteobacteria,42SRC@68525|delta/epsilon subdivisions,2YP4I@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	Binds to the 23S rRNA	rplO	-	-	ko:K02876	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27A
MJ_419_00119	563040.Saut_0232	1.35e-88	261.0	COG0098@1|root,COG0098@2|Bacteria,1MUS4@1224|Proteobacteria,42QX0@68525|delta/epsilon subdivisions,2YNWB@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body	rpsE	-	-	ko:K02988	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S5,Ribosomal_S5_C
MJ_419_00120	929558.SMGD1_0973	1.85e-52	167.0	COG0256@1|root,COG0256@2|Bacteria,1RGY7@1224|Proteobacteria,42TIT@68525|delta/epsilon subdivisions,2YPXD@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance	rplR	-	-	ko:K02881	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L18p
MJ_419_00121	1454007.JAUG01000021_gene1195	1.28e-33	129.0	COG4584@1|root,COG4584@2|Bacteria,4NEY6@976|Bacteroidetes,1IPYU@117747|Sphingobacteriia	976|Bacteroidetes	L	PFAM Integrase, catalytic core	-	-	-	-	-	-	-	-	-	-	-	-	HTH_11,HTH_23,rve
MJ_419_00122	1121481.AUAS01000015_gene2296	4.4e-108	319.0	COG1484@1|root,COG1484@2|Bacteria,4NFE0@976|Bacteroidetes,47P7E@768503|Cytophagia	976|Bacteroidetes	L	PFAM IstB domain protein ATP-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	IstB_IS21
MJ_419_00124	1537917.JU82_08090	3.35e-23	96.7	COG0276@1|root,COG0276@2|Bacteria,1MVR1@1224|Proteobacteria,42M0C@68525|delta/epsilon subdivisions,2YM8W@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	H	Catalyzes the ferrous insertion into protoporphyrin IX	hemH	-	4.99.1.1,4.99.1.9	ko:K01772	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R00310,R11329	RC01012	ko00000,ko00001,ko00002,ko01000	-	-	-	Ferrochelatase
MJ_419_00125	1165841.SULAR_01958	2.06e-212	601.0	COG1233@1|root,COG1233@2|Bacteria,1P0N4@1224|Proteobacteria,42NRZ@68525|delta/epsilon subdivisions,2YMGH@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	Q	Flavin containing amine oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	NAD_binding_8
MJ_419_00126	1165841.SULAR_01963	2.91e-129	379.0	COG2972@1|root,COG2972@2|Bacteria,1MXVQ@1224|Proteobacteria,42R4U@68525|delta/epsilon subdivisions,2YNY0@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	His_kinase
MJ_419_00127	1165841.SULAR_01968	4.9e-105	310.0	COG3279@1|root,COG3279@2|Bacteria,1MUE8@1224|Proteobacteria,43AMB@68525|delta/epsilon subdivisions,2YT1W@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	K	LytTr DNA-binding domain	-	-	-	ko:K02477	-	-	-	-	ko00000,ko02022	-	-	-	LytTR,Response_reg
MJ_419_00128	326298.Suden_1213	1.81e-186	530.0	COG1252@1|root,COG1252@2|Bacteria,1MX96@1224|Proteobacteria,42QN4@68525|delta/epsilon subdivisions,2YTQA@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	C	Pyridine nucleotide-disulphide oxidoreductase	-	-	1.6.99.3	ko:K03885	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
MJ_419_00129	709032.Sulku_1941	7.51e-76	239.0	2CHQX@1|root,33W06@2|Bacteria,1NWMC@1224|Proteobacteria,42V4N@68525|delta/epsilon subdivisions	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00130	929558.SMGD1_0232	3.89e-112	331.0	COG3221@1|root,COG3221@2|Bacteria,1R4SK@1224|Proteobacteria,42V0V@68525|delta/epsilon subdivisions,2YS63@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	P	ABC transporter, phosphonate, periplasmic substrate-binding protein	-	-	-	ko:K02044	ko02010,map02010	M00223	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.9	-	-	Phosphonate-bd
MJ_419_00131	929558.SMGD1_0230	1.09e-151	449.0	COG4191@1|root,COG4191@2|Bacteria,1RCM9@1224|Proteobacteria,431BW@68525|delta/epsilon subdivisions	1224|Proteobacteria	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,PAS,PAS_3,PAS_9,Response_reg,SBP_bac_3
MJ_419_00132	929558.SMGD1_0238	3.16e-37	130.0	COG2204@1|root,COG2204@2|Bacteria	2|Bacteria	T	phosphorelay signal transduction system	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF,PAS_9,Response_reg
MJ_419_00133	1537917.JU82_01460	8.47e-64	210.0	COG4191@1|root,COG4191@2|Bacteria	2|Bacteria	T	Histidine kinase	-	-	2.7.13.3	ko:K13040	ko02020,map02020	M00514	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	ABC_sub_bind,CHASE4,HATPase_c,HisKA,PAS_4,PAS_9,dCache_1
MJ_419_00134	709032.Sulku_1629	1.17e-106	335.0	COG2199@1|root,COG2200@1|root,COG2200@2|Bacteria,COG3706@2|Bacteria,1Q49C@1224|Proteobacteria,42MW2@68525|delta/epsilon subdivisions,2YNR7@29547|Epsilonproteobacteria	2|Bacteria	T	PFAM EAL domain	adiA	-	2.7.7.65,4.1.1.19	ko:K01584,ko:K20955,ko:K21025	ko00330,ko01100,ko02025,ko05111,map00330,map01100,map02025,map05111	M00133	R00566	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	EAL,GGDEF,HATPase_c,HisKA,OKR_DC_1,OKR_DC_1_C,OKR_DC_1_N,Response_reg
MJ_419_00135	709032.Sulku_1628	1.81e-111	325.0	COG0745@1|root,COG0745@2|Bacteria,1Q4B8@1224|Proteobacteria,42YSC@68525|delta/epsilon subdivisions,2YR2V@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	K	Transcriptional regulatory protein, C terminal	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
MJ_419_00136	1537917.JU82_01475	6.28e-159	458.0	COG0642@1|root,COG4753@1|root,COG2205@2|Bacteria,COG4753@2|Bacteria,1QXMY@1224|Proteobacteria,42W3X@68525|delta/epsilon subdivisions,2YR5Y@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	GHKL domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,Response_reg
MJ_419_00137	749222.Nitsa_0922	8.53e-44	152.0	2E9FH@1|root,333NV@2|Bacteria,1N96R@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_419_00138	387093.SUN_2302	5.93e-95	290.0	COG2378@1|root,COG2378@2|Bacteria,1R65H@1224|Proteobacteria,42QSK@68525|delta/epsilon subdivisions,2YT2U@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	WYL
MJ_419_00139	1442598.JABW01000009_gene177	2.31e-104	304.0	COG1961@1|root,COG1961@2|Bacteria,1MXXT@1224|Proteobacteria	1224|Proteobacteria	L	Site-specific recombinases DNA invertase Pin homologs	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
MJ_419_00140	1219076.N646_0597	2.37e-32	139.0	COG0642@1|root,COG2205@2|Bacteria,1NRP8@1224|Proteobacteria,1RR19@1236|Gammaproteobacteria,1XT8G@135623|Vibrionales	135623|Vibrionales	T	COG0642 Signal transduction histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,Response_reg
MJ_419_00141	1244531.CIG1485E_0435	2.76e-45	170.0	COG4191@1|root,COG4191@2|Bacteria,1RCM9@1224|Proteobacteria,42NFR@68525|delta/epsilon subdivisions,2YMNU@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,PAS,PAS_3,PAS_9
MJ_419_00143	563040.Saut_0009	6.96e-221	612.0	COG0208@1|root,COG0208@2|Bacteria,1MWUS@1224|Proteobacteria,42ME8@68525|delta/epsilon subdivisions,2YN4W@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	nrdB	-	1.17.4.1	ko:K00526	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	Ribonuc_red_sm
MJ_419_00145	326298.Suden_0006	3.25e-120	360.0	COG1217@1|root,COG1217@2|Bacteria,1MV5Q@1224|Proteobacteria,42M3S@68525|delta/epsilon subdivisions,2YN4P@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	GTP-binding protein	typA	-	-	ko:K06207	-	-	-	-	ko00000	-	-	-	EFG_C,GTP_EFTU,GTP_EFTU_D2
MJ_419_00146	944547.ABLL_1119	4.18e-80	299.0	COG4625@1|root,COG4625@2|Bacteria,1R20Z@1224|Proteobacteria,43DDE@68525|delta/epsilon subdivisions,2YTIB@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	Autotransporter beta-domain	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter
MJ_419_00147	1442598.JABW01000017_gene1947	2.78e-59	217.0	COG4191@1|root,COG4191@2|Bacteria	2|Bacteria	T	Histidine kinase	regB	-	2.7.13.3	ko:K15011	ko02020,map02020	M00523	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA
MJ_419_00148	709032.Sulku_1945	1.2e-78	242.0	COG0745@1|root,COG0745@2|Bacteria,1PFGE@1224|Proteobacteria,42U08@68525|delta/epsilon subdivisions,2YPVW@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	T	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
MJ_419_00149	2340.JV46_13590	9.63e-72	228.0	COG1073@1|root,COG1073@2|Bacteria,1R8S6@1224|Proteobacteria,1S4WS@1236|Gammaproteobacteria,1J6S8@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	alpha beta	-	-	-	-	-	-	-	-	-	-	-	-	FSH1,Lipase_3
MJ_419_00151	1122243.KB903804_gene2104	7.57e-19	86.3	COG0845@1|root,COG0845@2|Bacteria,1MUI8@1224|Proteobacteria,1RNK4@1236|Gammaproteobacteria,3NKF2@468|Moraxellaceae	1236|Gammaproteobacteria	M	HlyD membrane-fusion protein of T1SS	prsE	-	-	ko:K12542	-	M00330	-	-	ko00000,ko00002,ko02000,ko02044	3.A.1.109.4,8.A.1	-	-	Biotin_lipoyl_2,HlyD,HlyD_3
MJ_419_00152	563040.Saut_1266	2.67e-204	583.0	COG0668@1|root,COG3206@1|root,COG0668@2|Bacteria,COG3206@2|Bacteria,1PMY3@1224|Proteobacteria,42M4K@68525|delta/epsilon subdivisions,2YMAQ@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	M	mechanosensitive ion channel	-	-	-	-	-	-	-	-	-	-	-	-	MS_channel
MJ_419_00153	563040.Saut_1265	1.02e-223	625.0	COG0621@1|root,COG0621@2|Bacteria,1MUCS@1224|Proteobacteria,42MN1@68525|delta/epsilon subdivisions,2YN0D@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	J	MiaB-like tRNA modifying enzyme	yqeV	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM,UPF0004
MJ_419_00154	1191523.MROS_1907	1.28e-31	121.0	COG0598@1|root,COG0598@2|Bacteria	2|Bacteria	P	Magnesium transport protein CorA	corA	GO:0000041,GO:0000287,GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015087,GO:0015095,GO:0015318,GO:0015693,GO:0016020,GO:0016021,GO:0016043,GO:0022607,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0031226,GO:0034220,GO:0042802,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0046872,GO:0046873,GO:0046914,GO:0046915,GO:0050897,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055085,GO:0065003,GO:0070838,GO:0071840,GO:0071944,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:1903830	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA
MJ_419_00155	929558.SMGD1_2870	1.29e-188	534.0	COG0387@1|root,COG0387@2|Bacteria,1N1MR@1224|Proteobacteria,42MUQ@68525|delta/epsilon subdivisions,2YMUB@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	P	Sodium calcium exchanger membrane	-	-	-	ko:K07300	-	-	-	-	ko00000,ko02000	2.A.19	-	-	Na_Ca_ex
MJ_419_00156	709032.Sulku_1795	1.64e-88	264.0	COG2818@1|root,COG2818@2|Bacteria,1R9X5@1224|Proteobacteria,42QWV@68525|delta/epsilon subdivisions,2YMUD@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	L	DNA-3-methyladenine glycosylase	tag	-	3.2.2.20	ko:K01246	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Adenine_glyco
